,0,1,2,3,4
0,-916.7155272642667,0.10427708128901853,0.11289313234603553,1.068757958859123,0.07988024010491235
1,-915.3087048122927,0.10565261100176683,0.11181772910926953,1.0647469130098375,0.0842467855650574
2,-913.9076738182347,0.10283596906318371,0.10927648299263587,1.056062869310224,0.08271548000844443
3,-912.4931414616517,0.10684383908361371,0.1378916754228772,1.0715598854630624,0.0847143789820293
4,-911.0901108934324,0.10462057403884895,0.13509276818528443,1.0664875471170148,0.08711572572149452
5,-909.6785977929488,0.10479863032547128,0.13489543418253494,1.0653216299952557,0.08380168388768011
6,-908.2738161190485,0.1044219968813053,0.13091713939645497,1.0717653121663657,0.08825204011293067
7,-906.8658384701184,0.027117735100800223,0.15106460824799092,1.0641557244164384,0.11545722202243669
8,-905.4589164759749,0.025397834224434684,0.15045746080492234,1.0611198950894007,0.11257160080948604
9,-904.0544059132138,0.026235865572546507,0.14851423995679117,1.0541836092720045,0.11600597455295243
10,-902.6443588677456,0.05959161329159397,0.20304826819668625,1.051241764144359,0.07576534454137478
11,-901.242753442453,0.055996252922170135,0.20120230054345414,1.0434861562571935,0.08034825250173093
12,-899.828444681468,0.05853675488465463,0.20869455543582902,1.049861897876258,0.0546391917426835
13,-898.4207211321173,0.057595598448890846,0.2082761332986806,1.0479332163829322,0.0588049664877116
14,-897.0156769393278,0.0674983128305343,0.2239144654809245,1.0434869536089055,0.04393453953072174
15,-895.6075715033735,0.06568254730004915,0.2249459105338393,1.0405144631031427,0.04716208459752439
16,-894.2019599312645,0.06874513728401782,0.22582431137418266,1.0350689151493215,0.04761334584557363
17,-892.7952764237955,0.03643013897230551,0.26490127894850257,1.0393977312164056,-0.07727057568191269
18,-891.3880843620618,0.0342074427728221,0.26390865843257677,1.035765793605641,-0.08138604519985954
19,-889.9782266303658,0.03424037920299767,0.2620320085003002,1.032705716125569,-0.080490041817595
20,-888.5668086954639,0.06180273109145905,0.2902626274431431,1.0314737675589944,-0.10379352624987116
21,-887.1625694269453,0.05654064622702812,0.28796129872145426,1.0272986919681586,-0.10220489850439408
22,-885.7544539672155,0.055567782683541685,0.2857586133346185,1.0256440405523075,-0.09681621684909363
23,-884.3496972937968,0.05429267639129944,0.28398966133262665,1.020810526607099,-0.09757841513880815
24,-882.9415646131009,0.053863962094153506,0.2840292002972897,1.0176684289114286,-0.09436623046063579
25,-881.5323466167422,0.07829188598075279,0.3018909302792611,1.0108937750905909,-0.1237200806804205
26,-880.1258921284721,0.07722006815109565,0.2996761265264378,1.0082807740635809,-0.12142346602347519
27,-878.7186332837512,0.0778279026732036,0.2983172180775933,1.0054329794142352,-0.11767799219958706
28,-877.3136670953544,0.07539610793410198,0.29575246821385165,1.001449470108973,-0.11609411487816167
29,-875.9055736155227,0.10969557585512413,0.3013727775393343,1.01353129555289,-0.06689998788263923
30,-874.4983838740063,0.1059493273236247,0.30015102525507575,1.0109154520098154,-0.06767408879960368
31,-873.0902644215032,0.10657504019001852,0.31660386901627974,1.007765239260774,-0.05676618462840821
32,-871.6815689985041,0.10526183947672706,0.31670980946419125,1.00740693738974,-0.05138666992845199
33,-870.2755719677974,0.10264196549794306,0.31493293416461415,1.0029709145058274,-0.052195188927335316
34,-868.8716962492064,0.09945510177522102,0.31553361902469257,0.9982869545052222,-0.045963924053149766
35,-867.4587615546299,0.09682596226812056,0.3172951098237277,0.9986679385288171,-0.047521172246598534
36,-866.0564338293394,0.030971317859226237,0.3869414639720123,0.9656765876651281,0.0412796945761079
37,-864.6497972572133,0.027801198492069374,0.385256573490445,0.9609266787299344,0.040432707928243036
38,-863.2394517626053,0.029079791969695578,0.38634622097831955,0.9587781594760377,0.042321995161473835
39,-861.8332161093614,0.03216358120490766,0.40186846114287383,0.9550201596937373,0.06285616052404615
40,-860.4236507766212,0.0330293686884876,0.4012477357095175,0.9516662080111544,0.06462293502876072
41,-859.0185440787351,0.05709343444095788,0.4125253205229779,0.9500838599116952,0.11504566966798759
42,-857.6066084537752,0.055315511035315415,0.41240491881013575,0.9487544275825298,0.11787488915171683
43,-856.2071792519997,0.05199381565557875,0.4107035973948972,0.9410088764659693,0.11576584969054088
44,-854.7977874898908,0.06758981167858506,0.4109144735424738,0.9324443880161538,0.14258663707294622
45,-853.3868752912084,0.08579454105540686,0.41211552453234696,0.9262065186028814,0.1484021263309856
46,-851.9803838494653,0.08129572248239085,0.4108948332154798,0.9224396651464717,0.14748225767200987
47,-850.5742022530176,0.09385357315105956,0.4125230969849855,0.9140905708113063,0.17264013192745084
48,-849.1704794790564,0.09188601435094802,0.4116193579399341,0.9070774712144491,0.1715008717074087
49,-847.756581102105,0.10631306201635149,0.463597773373973,0.909709997205868,0.22750644256836688
50,-846.3555334773857,0.1036499126690074,0.46146801725406444,0.9025120716545523,0.23150624339365436
51,-844.9437148165156,0.10429819412319877,0.46209396601180386,0.9003066473039865,0.22934772694395705
52,-843.5370781181035,0.10510385608005665,0.4769545302799363,0.8980312973305855,0.24822491095411484
53,-842.1272514894977,0.1039088784130358,0.47764819876349657,0.8965107677776701,0.250088751451974
54,-840.724307520342,0.1069645115080097,0.4849737646886781,0.8971614968467774,0.2685495560265357
55,-839.3136485053318,0.141997230635142,0.4925463600990619,0.8782710476194138,0.2754845492665744
56,-837.9066608807406,0.141160852831992,0.49033449348925506,0.8762121702165951,0.27407530991211865
57,-836.4987624762799,0.140730919615123,0.4911942951155625,0.8723525168452345,0.2740049885580987
58,-835.095657807278,0.1424566052463538,0.49264896416210496,0.8630687878640032,0.28068308504663486
59,-833.6842548130005,0.14261161163339983,0.4929244862598305,0.8625504447372484,0.28248827781491137
60,-832.2759705498327,0.17745151171532872,0.5128746370802839,0.8808167322682008,0.33943907463881207
61,-830.8663282050741,0.17480468067687954,0.515109733388105,0.8786563471757303,0.34173220866241566
62,-829.4620178600806,0.17428709695822814,0.5134569035766273,0.8734637868397066,0.3408401042701956
63,-828.0563692054847,0.17598474660097982,0.5171962686667553,0.8713475983679692,0.34713712654558193
64,-826.647587739091,0.17938847676018815,0.5297374716175504,0.8659953425772609,0.3393291584745402
65,-825.2389239256917,0.17704990074798607,0.5292772986256741,0.8644152807378532,0.33936342743440373
66,-823.8311483337501,0.2055713529220244,0.5056797105619848,0.8487205877124713,0.25147432395673674
67,-822.4234942651045,0.20230122840792006,0.506103257816309,0.8451009490096723,0.25083630232678344
68,-821.0179697668043,0.20167023197498327,0.508382598218459,0.8411915744158135,0.25049503134875967
69,-819.6119990826891,0.20023680781710645,0.5070179331855086,0.8361024335142724,0.2489926581486808
70,-818.2052835575049,0.19630813796344765,0.5063769238679761,0.8324142883767537,0.24719914062752943
71,-816.7984748275358,0.2598596569507359,0.5610988335539787,0.8204065506537295,0.13998334577746122
72,-815.388394045562,0.2616196071925197,0.568497674976745,0.8190290241617193,0.13287519686762658
73,-813.9815895373101,0.26070555269064494,0.5699418066996811,0.8139904286992845,0.13290606412648176
74,-812.5733089666014,0.2595476167268776,0.5702442588734746,0.8112105578633243,0.12960528648111194
75,-811.1660565587467,0.25987397148152935,0.5737804133277518,0.808386941630982,0.1306200418606575
76,-809.7576761312431,0.28003030486631647,0.5471826064971894,0.7643927027021045,0.06663346836425889
77,-808.3505232382759,0.2798400621620965,0.5511338696875959,0.7591844709585915,0.06691938536537374
78,-806.9457571662776,0.27832657101066755,0.5492622421859132,0.7535172635998743,0.06587220240474141
79,-805.538862944827,0.28728788065988603,0.5477515286190603,0.7427169955823454,0.057570407409120686
80,-804.1297837529642,0.29576276175332505,0.5304645226613455,0.7071700453604359,0.013428066100867666
81,-802.7256356745958,0.3310284344120153,0.5127449547366647,0.6764181422283014,-0.019709086843551785
82,-801.3153529668217,0.33234918352029474,0.5150067539870192,0.6735085632184892,-0.02343587334760394
83,-799.9081173000598,0.34295102866788785,0.47057643876465344,0.6946289674854118,-0.04558134896643775
84,-798.4994606246979,0.34155566491804795,0.4726280590476036,0.6913880837037418,-0.047175652738698004
85,-797.0943418961162,0.34164850635983995,0.4719429885265205,0.6843162222158069,-0.047780297289400864
86,-795.6855182802252,0.41705297959461335,0.4912054222941115,0.6708825794027057,-0.1477627587274876
87,-794.2771679743621,0.41843930984341454,0.4924693568267987,0.667050394188908,-0.14907313468546232
88,-792.8687713441279,0.5020602027497897,0.5343505483275782,0.6490366104988209,-0.20345003733497774
89,-791.4642788971536,0.49887367196645827,0.5345920580319901,0.6415308491463997,-0.20848645999715942
90,-790.0581959041623,0.4997466038770727,0.5351818970013432,0.6352732354072641,-0.20942123069550642
91,-788.6516950362721,0.49410314943317496,0.5201847148939522,0.6260195019950636,-0.2042775267603534
92,-787.244331708979,0.5008318886515075,0.5124875110666076,0.6100433252394983,-0.21568886134661505
93,-785.833341985182,0.46288651328737407,0.4317928658489231,0.6101448470532004,-0.18193802450708596
94,-784.4248244997605,0.46341689554672527,0.43465178617730144,0.605816425892763,-0.18979284615593833
95,-783.0196343314473,0.5146462659839532,0.44107071844278695,0.6157525331809651,-0.24431224118076295
96,-781.6123075166364,0.5158069216408663,0.44313682527993614,0.6098611960017708,-0.243742653844455
97,-780.2049486748699,0.5155685592172251,0.44332081037774074,0.6049060796604887,-0.24969168188633842
